,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE
0,-0.3081051902809584,-0.27532426940436205,-0.03136610532532304,0.05251502025111032,-0.0150742825239785,-0.045075281853572964,0.06620141969364225,-0.28888281323533477,0.06827261687407915
1,-0.3830620088821361,-0.10842241777711926,0.019230939469833362,0.017878399541659012,0.010090725227574874,-0.07492229637349193,0.035961536322103964,-0.13600875901633794,-0.3119054669172566
2,-0.15698273091449874,0.06001801116795656,0.00709319957278033,-0.19458126501910747,0.02377484476622695,-0.08238068487894137,-0.08901653056274336,0.19034524906993555,0.1169950792635277
3,-0.15880332460398197,-0.30767322685888926,0.014260618890252184,-0.0027115169171563445,0.021059329315385848,0.16481925965984992,0.04670330951007845,0.0923075429792634,-0.34843266444289334
4,0.7636405272459532,-0.15066718940722804,0.03780672824016495,0.12143499397784548,0.012455242603637617,0.139069572792134,-0.012587147212283451,0.15217838997367084,0.0878722166332095
5,-0.306392673053441,0.061846634852430776,0.02014614980672611,0.09397860558237178,0.00878882589084693,-0.03627591920197585,0.04670330951007845,0.2282028859520543,0.11276989150469899
6,0.2915086883819721,0.7613258406542556,-0.11137990990235022,0.03969144394578324,0.015278022173573328,-0.06960668097906997,0.043080022589714405,0.17488852619837028,0.0910903537058958
7,0.15752206632979396,-0.26444654553293456,-0.0052854068808223485,-0.03484110658815466,0.01639095951344799,0.21192584588616942,-0.13197597982684078,-0.12626639052474123,-0.24797540448453703
8,-0.1652683613716923,-0.07191416136229037,0.05197533315090772,0.023408523865841576,0.01403249201049217,0.12944149216893996,-0.08011409264442179,0.10729596706038322,-0.3159800342962747
9,0.2991740825237024,-0.10198808850321708,0.07495787682937746,-0.04089225666312032,0.00058585425129556,-0.09245701418673155,0.03314976150242043,-0.2495053459930624,0.08184347149597378
10,-0.29362339804664034,-0.07966961660264049,0.02028099603530896,0.020297682235666258,0.01115364707687747,-0.08172601532204452,-0.08757385295257948,-0.16376400401595745,-0.26175771985544877
11,-0.27520281324344725,-0.21207112433350964,0.004367282658930154,-0.02420921113086968,0.004256654970543851,-0.04930865367165116,0.05328534368732084,0.23356639363696013,0.12602400004355419
12,-0.20447328445881177,-0.08470891339989164,-0.08247347711802899,0.0029572354369641106,0.009862923515056837,-0.09400565056172377,0.04724224112787942,-0.2403484732342366,0.08362476114452685
13,0.11996211523190972,-0.09301052534229665,-0.0757918583469071,0.03799131875559496,0.011856446170093378,-0.05966774686984454,0.039090688054673216,-0.12834155904819802,0.08335092143262061
14,-0.23835775741787288,0.4850884808317677,-0.01976371790498088,-0.0007554896118897095,-0.1175767133482363,0.16754406992015344,0.06815681794853938,-0.135050140356179,0.09615318973876802
